source_id,registry_id,rcr_name,rcr_street,rcr_city,rcr_state,fac_lat,fac_long,fac_percent_minority,rcra_curr_snc,rcra_curr_compl_status,rcra_qtrs_in_nc,rcra_curr_violation_types,rcra_insp_cnt,rcra_iea_cnt,rcra_last_iea_date,rcra_fea_cnt,fac_map_flg
"NJD085698686","110007928467","DOWELL SCHLUMBERGER INC","MAPLE & JONES BLVD","MOUNT HOLLY","NJ",39.986689,-74.80343,33.061,"No","No Violation",0,"NA",0,0,01/11/1985,0,"Y"
"NJD094970878","110000616030","SYNFAX MFG INC","20 INDUSTRIAL RD","FAIRFIELD","NJ",40.862447,-74.31017,18.32,"No","No Violation",0,"NA",0,0,02/08/1990,0,"Y"
"NJD096873922","110000701241","EVERGREEN ENVIRONMENTAL INDUSTRY","471 DIVISION ST","ELIZABETH","NJ",40.665471,-74.195877,80.422,"No","No Violation",0,"NA",0,0,10/19/1983,0,"Y"
"NJD980536593","110000616058","VEOLIA ES TECHNICAL SOLUTIONS LLC","1 EDEN LN","FLANDERS","NJ",40.880334,-74.698686,22.6,"No","No Violation",0,"NA",27,3,09/04/2012,2,"Y"
"NJD980753875","110013317614","SOLVAY SPECIALTY POLYMERS USA LLC","10 LEONARDS LN","WEST DEPTFORD TWP","NJ",39.845474,-75.209486,22.585,"No","Noncompliance",12,"264.CC, NA",5,0,02/02/2007,0,"Y"
"NJD982270506","110000616085","SAFETY KLEEN SYSTEMS INC","116 SKYLINE DR","SOUTH PLAINFIELD","NJ",40.565185,-74.426968,66.758,"No","No Violation",0,"NA",58,0,,0,"Y"
"NJD986579449","110000870291","SCHNEIDER ELECTRIC USA INC","90 US HWY RT 130","BORDENTOWN TWP","NJ",40.161509,-74.694396,25.471,"No","No Violation",0,"NA",3,1,07/22/2013,0,"Y"
"NJD990753162","110000582101","SUNOCO INC (R&M) EAGLE POINT REFINERY","RT 130 & I-295","WEST DEPTFORD TWP","NJ",39.8718,-75.1558,20.575,"No","No Violation",0,"NA",6,0,11/19/2010,0,"Y"
"NJD991291105","110000492002","CLEAN EARTH OF NORTH JERSEY","105 JACOBUS AVE","KEARNY","NJ",40.73885,-74.111616,72.323,"No","Noncompliance",5,"264.I, 265.B, 270.C, NA",136,8,09/10/2014,2,"Y"
"NM0890010515","110010571880","LOS ALAMOS NATIONAL LABORATORY","BIKINI ATOLL ROAD, SM-30","LOS ALAMOS","NM",35.86928,-106.26264,27.173,"Yes","Significant Violation",12,"262.A, 262.C, 264.B, 264.I, 265.B, 265.D, 265.E, 265.I, 268.A, 270.A, 270.C, 270.D, 273.C, 279.C, FEA, NA, PCR",6,4,06/01/2016,4,"Y"
"NM2750211235","110001209077","US ARMY WHITE SANDS MISSILE RANGE","HWY 70E","WHITE SANDS MISSILE RANGE","NM",32.38237,-106.47947,39.916,"Yes","Significant Violation",12,"262.C, 265.I, 279.C, NA, PCR",7,3,02/23/2016,1,"Y"
"NM4890139088","110060818735","U.S. DOE WASTE ISOLATION PILOT PLANT","30 MILES EAST OF CARLSBAD ON T","CARLSBAD","NM",32.370952,-103.798227,0,"Yes","Significant Violation",11,"264.B, 264.C, 264.D, 270.C, NA, PCR",8,0,11/14/2008,1,"Y"
"NM5890110518","110000701296","SANDIA NATIONAL LABORATORIES","1515 EUBANK BLVD SE","ALBUQUERQUE","NM",35.055353,-106.532773,61.516,"No","No Violation",7,"262.A, 262.B, 262.C, 264.B, 265.B, 265.I, 268.A, 268.E, 279.E, NA",5,5,03/16/2016,1,"Y"
"NM6213820974","110001141345","FORT WINGATE DEPOT ACTIVITY","7 MILES EAST OF GALLUP ON ROUT","FORT WINGATE","NM",35.525,-108.741667,78.617,"No","No Violation",5,"NA, PCR",2,1,01/28/2015,0,"Y"
"NM6572124422","110042049253","HOLLOMAN AFB, NM","6 MILES WEST OF ALAMOGORDO","HOLLOMAN AFB","NM",32.845556,-106.0825,35.672,"No","No Violation",5,"262.A, 262.C, 265.B, 265.D, 273.B, NA",5,2,07/13/2016,0,"Y"
"NM7572124454","110042049262","27 SOW AFSOC USAF CANNON AFB NM","100 AIR COMMANDO WAY STE 100","CANNON AFB","NM",34.400077,-103.326341,38.527,"No","No Violation",6,"262.A, 262.C, 262.D, 265.B, 265.C, 265.D, 268.A, 273.B, NA",3,1,07/25/2014,0,"Y"
"NM8800019434","110000602214","NASA WHITE SANDS TEST FACILITY","12600 NASA ROAD","LAS CRUCES","NM",32.483965,-106.613895,66.406,"No","No Violation",8,"262.A, 262.C, 265.B, 265.I, 270.A, NA, XXS",6,3,03/08/2016,0,"Y"
"NM9570024423","110001546444","KIRTLAND AIR FORCE BASE","2000 WYOMING BLVD SE","KIRTLAND AFB","NM",35.10366,-106.55071,51.384,"Yes","Significant Violation",12,"262.A, 262.C, 262.D, 270.A, 273.B, 279.C, NA",6,5,05/04/2016,0,"Y"
"NMD000333211","110011031052","WESTERN REFINING SOUTHWEST INC - GALLUP REFINERY","92 GIANT CROSSING ROAD","GALLUP","NM",35.489048,-108.431107,65.854,"No","Noncompliance",12,"261.A, 262.A, 262.B, 262.C, 268.A, 268.C, 268.D, 270.A, 270.B, NA",5,2,01/08/2013,0,"Y"
"NMD000804294","110000701250","SAFETY-KLEEN SYSTEMS, INC.","2720 GIRARD NE","ALBUQUERQUE","NM",35.11252,-106.61381,54.313,"No","Noncompliance",3,"NA, PCR",3,2,05/05/2016,1,"Y"
"NMD002208627","110000565807","ADVANCED CHEMICAL TREATMENT","6133 EDITH BLVD NE","ALBUQUERQUE","NM",35.144544,-106.627505,61.245,"No","No Violation",10,"262.A, 279.C, 279.E, NA, PCR",3,2,07/23/2015,2,"Y"
"NMD048918817","110000472630","HOLLYFRONTIER NAVAJO REFINING LLC","501 EAST MAIN STREET","ARTESIA","NM",32.848593,-104.394383,53.668,"No","No Violation",4,"262.B, 262.C, 262.D, 264.D, 265.I, 279.C, NA",2,2,03/28/2014,1,"Y"
"NMD083212332","110000616110","SPARTON TECHNOLOGIES","9621 COORS NW","ALBUQUERQUE","NM",35.18899,-106.65972,52.34,"No","No Violation",0,"NA",0,0,10/17/2008,0,"Y"
"NMD980698849","110002138366","SAFETY-KLEEN SYSTEMS, INC.","4210 A HAWKINS ROAD","FARMINGTON","NM",36.739109,-108.264099,68.211,"No","No Violation",4,"262.B, 262.C, 273.B, 279.E, NA, PCR",3,2,04/20/2015,0,"Y"
"NMD986676955","110022763990","ROSWELL COMPRESSOR STATION NO. 9","6381 NORTH MAIN STREET","ROSWELL","NM",33.30324,-104.31032,30.556,"No","No Violation",0,"NA",1,0,,0,"Y"
"NMD990753931","110000600895","DLD RESOURCES INC","8205 S HWY 322","MONUMENT","NM",32.613636,-103.325897,9.231,"No","No Violation",0,"NA",0,0,02/14/1992,0,"Y"
"NMT360010342","110012569942","PERSON GENERATING STATION","BROADWAY AND RIO BRAVO BLVDS S","ALBUQUERQUE","NM",35.026188,-106.642274,85.876,"No","No Violation",2,"NA, PCR",1,1,12/20/2013,0,"Y"
"NV1210090006","110042074545","HAWTHORNE ARMY DEPOT","1 SOUTH MAINE AVE","HAWTHORNE","NV",38.567832,-118.590936,25.926,"Yes","Significant Violation",12,"264.E, 279.C, NA, PCR",6,0,05/11/2011,6,"Y"
"NV3890090001","110001136716","US DOE NNSA/NFO","NV NTL SECURITY SITE US HWY 95","MERCURY","NV",36.8,-115.966667,0,"No","No Violation",4,"262.A, 265.C, 265.I, NA",8,0,06/21/2006,3,"Y"
"NV5210090010","110042074545","NEW BOMB FACILITY (HAWTHORNE ARMY DEPOT)","STATE ROUTE 359 SOUTH","HAWTHORNE","NV",38.567832,-118.590936,25.926,"No","Noncompliance",12,"NA, PCR",5,2,09/19/2014,0,"Y"
"NVD008237489","110001103056","MONTROSE CHEMICAL CORPORATION OF CA -HENDERSON, NEVADA SITE","8000 LAKE MEAD DRIVE","HENDERSON","NV",36.040716,-115.010326,35.835,"No","No Violation",0,"NA",5,0,11/06/2007,0,"Y"
"NVD008290330","110043808467","TRONOX LLC","560 W LAKE MEAD PKWY","HENDERSON","NV",36.04103,-115.00106,34.704,"No","Noncompliance",7,"262.A, 262.C, 265.BB, 273.B, 279.C, NA",5,2,06/06/2014,0,"Y"
"NVD062081500","110042074457","PIONEER AMERICAS LLC OLIN CHLOR ALKALI PRODUCTS","350 FOURTH STREET","HENDERSON","NV",36.040556,-115.007222,35.486,"No","No Violation",1,"262.D, NA",3,1,03/15/2016,0,"Y"
"NVD980895338","110020509831","21ST CENTURY ENVIRONMENTAL MANAGMENT OF NEVADA LLC","2095 NEWLANDS DRIVE EAST","FERNLEY","NV",39.60945,-119.2027,23.464,"No","No Violation",11,"262.D, 264.D, 270.D, 273.C, NA, PCR, XXS",8,2,04/04/2016,3,"Y"
"NVR000066837","110007980881","SAFETY KLEEN SYSTEMS INC","4582 DONOVAN WY","NORTH LAS VEGAS","NV",36.24374,-115.10293,76,"No","No Violation",3,"264.CC, 264.D, NA",6,1,09/25/2015,0,"Y"
"NVR000082255","110043634216","BASIC REMEDIATION COMPANY (BRC) CAMU","E/O PABCO RD S/O GALLERIA DR","HENDERSON","NV",36.06367,-115.0121,,"No","Noncompliance",3,"262.C, 262.D, 264.I, 265.C, 265.I, NA, XXS",2,1,04/05/2016,0,"Y"
"NVT330010000","110000600920","US ECOLOGY NEVADA INC","HWY 95 11 MI S OF BEATTY","BEATTY","NV",36.767649,-116.69368,20.667,"No","No Violation",5,"262.C, 262.D, 279.C, NA, PCR, XXS",13,3,03/23/2016,3,"Y"
"NY5890008993","110000701438","U.S.D.O.E. KNOLLS ATOMIC POWER LAB (KAPL) - KESSELRING SITE","350 ATOMIC PROJECT ROAD","WEST MILTON","NY",43.040652,-73.954655,4.498,"No","No Violation",0,"NA",6,0,03/04/2003,0,"Y"
"NY6890008992","110000616717","U.S.D.O.E. KNOLLS ATOMIC POWER LABORATORY-KNOLLS LABORATORY","2401 RIVER ROAD","NISKAYUNA","NY",42.823336,-73.86736,22.826,"No","No Violation",0,"NA",6,0,12/03/2003,0,"Y"
"NY7890008975","110000616726","BROOKHAVEN NATIONAL LABORATORY - WASTE MANAGEMENT FACILITY","53 BELL AVE","UPTON","NY",40.86,-72.86958,21.159,"No","No Violation",1,"265.G, 273.C, 279.C, NA, XXS",6,1,02/24/2015,0,"Y"
"NY8210020915","110008054283","US ARMY GARRISON - WEST POINT","667 RUGER RD. 3RD FLR MAIL RM, ATT","WEST POINT","NY",41.377913,-73.9636,24.897,"No","No Violation",0,"NA",1,0,03/09/2007,0,"Y"
"NYD000691865","110000701312","CHEROKEE COLUMBUS REAL ESTATE, LLC","108-112 N MAIN ST","BAINBRIDGE","NY",42.300011,-75.471546,3.073,"No","No Violation",0,"NA",0,0,07/03/1986,0,"Y"
"NYD000705905","110001147205","CENTRAL HUDSON ELTINGS CORNERS FACILITY AND STOREROOM","24 SOUTH STREET","HIGHLAND","NY",41.736326,-74.033668,20.946,"No","No Violation",0,"NA",2,0,08/21/2003,0,"Y"
"NYD000708156","110002042548","SAFETY-KLEEN CORP WAVERLY","RTE 34 N RD 1","WAVERLY","NY",42.039161,-76.529282,3.364,"No","No Violation",0,"NA",0,0,04/20/1990,0,"Y"
"NYD000708172","110000616227","SAFETY-KLEEN SYSTEMS INC THORNWOOD","27 SAINT CHARLES ST","THORNWOOD","NY",41.124073,-73.78144,16.932,"No","No Violation",0,"NA",1,0,03/24/2005,0,"Y"
"NYD000818419","110002041745","BASF CORPORATION","JENKINSVILLE AND MUD POND ROAD","QUEENSBURY","NY",43.38595,-73.62068,3.97,"No","No Violation",1,"NA",3,0,06/14/2011,2,"Y"
"NYD001223338","110000616307","CORNWALL PROPERTIES LLC","20 INDUSTRY DR","MOUNTAINVILLE","NY",41.40046,-74.08304,17.864,"No","No Violation",0,"NA",0,0,10/01/2008,0,"Y"
"NYD001359694","110007152286","FORMER IBM KINGSTON","300 ENTERPRISE DRIVE","KINGSTON","NY",41.973714,-73.998335,20.313,"No","No Violation",0,"NA",1,0,09/18/1992,0,"Y"
"NYD002014595","110000603222","NEPERA, DIVISION RUTHERFORD CHEMICALS LL","ARDEN HOUSE RD","HARRIMAN","NY",41.308585,-74.142172,17.077,"No","No Violation",0,"NA",0,0,06/23/2005,0,"Y"
"NYD002069748","110001147321","HERCULES/ CIBA","89 LOWER WARREN STREET","QUEENSBURY","NY",43.3084,-73.6183,5.193,"No","No Violation",0,"NA",5,0,12/05/2001,0,"Y"
"NYD002080034","110000324435","MPM SILICONES, LLC","260 HUDSON RIVER ROAD","WATERFORD","NY",42.814251,-73.677185,12.139,"Yes","Significant Violation",12,"262.A, 262.C, 262.D, 265.B, 265.BB, 265.C, 265.CC, 265.I, 265.J, 268.A, FSS, NA, PCR, XXS",39,28,06/21/2016,6,"Y"
"NYD002084721","110000616361","COLONIE FUSRAP SITE","1130 CENTRAL AVENUE","ALBANY","NY",42.689516,-73.802723,30.469,"No","No Violation",0,"NA",0,0,06/22/1994,0,"Y"
"NYD002103216","110000327414","DUREZ CORPORATION","5000 PACKARD ROAD","NIAGARA FALLS","NY",43.100101,-79.002075,28.334,"No","No Violation",4,"262.C, 265.C, 265.I, 265.J, NA, PCR",3,1,12/26/2013,2,"Y"
"NYD002106276","110000807066","FORMER TEXTRON WHEATFIELD","2221 NIAGARA FALLS BLVD","WHEATFIELD","NY",43.100714,-78.931223,8.892,"No","No Violation",1,"262.B, 273.B, NA",2,1,02/25/2015,0,"Y"
"NYD002126845","110000326601","FMC CORPORATION","100 NIAGARA STREET","MIDDLEPORT","NY",43.207167,-78.468875,4.836,"No","No Violation",0,"NA",3,0,12/05/1996,0,"Y"
"NYD002126910","110000616389","MOENCH TANNING CO","265 PALMER ST","GOWANDA","NY",42.449224,-78.922461,26.07,"No","No Violation",0,"NA",3,0,01/02/1992,0,"Y"
"NYD002134880","110015657680","TECUMSEH REDEVELOPMENT INC BENZOL YARD","2303 HAMBURG TNPK","LACKAWANNA","NY",42.828073,-78.872507,14.995,"No","No Violation",0,"NA",0,0,10/05/1998,0,"Y"
"NYD002211324","110000327799","XEROX CORPORATION","800 PHILLIPS ROAD","WEBSTER","NY",43.227834,-77.411534,10.548,"No","No Violation",0,"NA",3,0,07/07/2011,0,"Y"
"NYD002215226","110021343269","VALEO ELECTRICAL SYSTEMS, INC.","LYELL AVENUE","ROCHESTER","NY",43.16468,-77.667091,64.828,"No","No Violation",0,"NA",0,0,09/09/2003,0,"Y"
"NYD002215341","110000616405","NYSDEC/STUART OLIVER HOLTZ INC","39 COMMERCE DRIVE","HENRIETTA","NY",43.08054,-77.64191,29.167,"No","No Violation",0,"NA",0,0,04/27/1987,0,"Y"
"NYD002218436","110019470419","ARKEMA, INC., GENESEO FACILITY","3289 GENESEE STREET","PIFFARD","NY",42.839432,-77.840899,12.686,"No","No Violation",0,"NA",4,0,03/30/2006,0,"Y"
"NYD002221919","110000616414","BLACK & DECKER (U.S.), INC","200 STATE STREET","BROCKPORT","NY",43.211829,-77.929391,10.125,"No","No Violation",0,"NA",5,0,04/09/1997,3,"Y"
"NYD002231272","110007146383","GENERAL ELECTRIC CO.","2181 WEST GENESEE RD","AUBURN","NY",42.91989,-76.596267,14.166,"No","No Violation",0,"NA",0,0,05/16/1988,0,"Y"
"NYD006866008","110019656905","HICKSVILLE OPERATIONS CENTER","175 EAST OLD COUNTRY RD","HICKSVILLE","NY",40.766791,-73.510559,29.648,"No","No Violation",3,"261.A, 262.A, NA, PCR",4,2,09/27/2013,0,"Y"
"NYD008916504","110064315192","O W HUBBELL & SONS","100 MAIN ST","NEW YORK MILLS","NY",43.11236,-75.28506,25.111,"No","No Violation",0,"NA",0,0,12/18/1995,0,"Y"
"NYD013277454","110000325602","SOLVENTS AND PETROLEUM SERVICE INC.","1405 BREWERTON RD","SYRACUSE","NY",43.08756,-76.15083,29.47,"No","No Violation",0,"NA",11,0,09/11/2008,0,"Y"
"NYD030485288","110000323034","REVERE SMELTING & REFINING CORPORATION","65 BALLARD ROAD","MIDDLETOWN","NY",41.460844,-74.359694,53.473,"No","No Violation",0,"NA",13,1,06/04/2014,0,"Y"
"NYD042457788","110002152438","AVNET INC","RTE 209","ELLENVILLE","NY",41.723333,-74.38,48.001,"No","Noncompliance",1,"264.H, NA",3,1,08/22/2016,0,"Y"
"NYD049253719","110000616511","NEXEO SOLUTIONS LLC","3 BROAD ST","BINGHAMTON","NY",42.120322,-75.890516,22.533,"No","No Violation",0,"NA",10,1,08/21/2012,0,"Y"
"NYD049836679","110000326610","CWM CHEMICAL SERVICES, LLC","1550 BALMER RD","MODEL CITY","NY",43.243839,-78.985103,4.314,"No","No Violation",8,"262.B, 268.A, NA, PCR",11,2,07/14/2016,3,"Y"
"NYD052783396","110000324097","PRECO INDUSTRIES LTD","55 SKYLINE DR","PLAINVIEW","NY",40.787099,-73.466816,20.501,"No","No Violation",0,"NA",0,0,09/21/1994,0,"Y"
"NYD059385120","110000616520","LOCKHEED MARTIN CORPORATION","497 ELECTRONICS PARKWAY","LIVERPOOL","NY",43.109964,-76.196966,12.829,"No","No Violation",0,"NA",3,0,04/16/1984,0,"Y"
"NYD066832023","110000324391","SABIC INNOVATIVE PLASTICS US LLC","1 NORYL AVE","SELKIRK","NY",42.575416,-73.853563,9.839,"No","No Violation",3,"262.B, 262.C, 265.B, 265.D, 265.E, 265.J, 273.B, NA, XXS",4,3,08/18/2015,2,"Y"
"NYD071094197","110000808083","GENERAL ELECTRIC GLOBAL RESEARCH","1 RESEARCH CIRCLE","NISKAYUNA","NY",42.828655,-73.881238,24.355,"No","No Violation",3,"262.C, 265.C, 273.B, NA, PCR",3,2,10/23/2015,0,"Y"
"NYD071586127","110000325862","REVERE COPPER PRODUCTS INC","1 REVERE PARK","ROME","NY",43.206741,-75.435851,15.034,"No","No Violation",1,"265.B, 273.B, NA",1,1,01/29/2015,0,"Y"
"NYD077444263","110000616566","TRIUMVIRATE ENVIRONMENTAL NYC LLC","42-14 19TH AVE","ASTORIA","NY",40.776761,-73.898037,73.358,"No","No Violation",0,"NA",9,0,04/13/2005,2,"Y"
"NYD080336241","110009827553","CECOS INTERNATIONAL INC","5600 NIAGARA FALLS BLVD","NIAGARA FALLS","NY",43.09061,-78.99813,26.647,"No","No Violation",0,"NA",1,0,03/26/2004,0,"Y"
"NYD080469935","110000324159","NORLITE LLC","628 SOUTH SARATOGA ST","COHOES","NY",42.7555,-73.705667,21.585,"No","Noncompliance",12,"262.C, 264.E, 265.BB, 265.CC, 273.B, FEA, NA, PCR, XXS",8,5,05/27/2016,2,"Y"
"NYD080480734","110019850437","IBM CORPORATION","2455 SOUTH RD. ; B/008-3","POUGHKEEPSIE","NY",41.65933,-73.93136,36.776,"No","No Violation",0,"NA",2,0,09/25/2002,0,"Y"
"NYD084006741","110002042174","IBM CORPORATION THOMAS J WATSON RESEARCH CENTER","1101 KITCHAWAN RD","YORKTOWN HEIGHTS","NY",41.212262,-73.802122,14.5,"No","No Violation",0,"NA",2,0,04/06/2010,0,"Y"
"NYD085161008","110000325611","SPECIALTY METALS CRUCIBLE LANDFILL","STATE FAIR BLVD WASTEBED","GEDDES","NY",43.085298,-76.223335,11.358,"No","No Violation",0,"NA",7,1,09/20/2011,0,"Y"
"NYD091894899","110042018036","NWPMG00037 BEACON SITE","45 OLD GLENHAM RD","GLENHAM","NY",41.518132,-73.938518,37.615,"No","No Violation",0,"NA",3,0,06/19/2001,0,"Y"
"NYD095577342","110044982445","INDUSTRIAL OIL TANK SERVICES INC","RTE 30 & RAIL SIDE","VERONA","NY",43.132056,-75.589477,5.291,"No","No Violation",0,"NA",0,0,07/19/1995,0,"Y"
"NYD980534390","110000326996","PVS CHEMICAL SOLUTIONS, INC.","55 LEE STREET","BUFFALO","NY",42.864395,-78.840832,36.349,"No","No Violation",0,"NA",2,0,03/16/1998,0,"Y"
"NYD980592497","110000492173","EASTMAN BUSINESS PARK - FORMERLY  KODAK PARK","1669 LAKE AVE","ROCHESTER","NY",43.197788,-77.629836,54.483,"No","No Violation",0,"NA",6,2,03/08/2013,0,"Y"
"NYD980593636","110000775206","CON EDISON - ASTORIA","TH AVENUE & 27TH STREET","LONG ISLAND CITY","NY",40.784803,-73.905559,71.056,"No","Noncompliance",3,"262.A, 262.C, 265.G, 273.B, NA, XXS",5,0,05/20/2011,0,"Y"
"NYD980641625","110041975459","LIRR - MORRIS PARK REPAIR & RICHMOND HILL YARD ONE SITE","121 ST ST & ATLANTIC AVE","JAMAICA","NY",40.694405,-73.826477,75.525,"No","No Violation",0,"NA",1,0,08/22/2001,0,"Y"
"NYD980753784","110000616628","SAFETY-KLEEN SYSTEMS, INC","1525 WEST HENRIETTA RD","AVON","NY",42.91492,-77.704815,5.979,"No","Noncompliance",3,"262.C, NA, PCR",12,3,08/01/2016,0,"Y"
"NYD980779540","110000326790","U.S. DOE WEST VALLEY DEMONSTRATION PROJECT","10282 ROCK SPRINGS ROAD","WEST VALLEY","NY",42.449622,-78.654853,2.923,"No","No Violation",0,"NA",8,0,,0,"Y"
"NYD981556541","110019050550","SAFETY-KLEEN SYSTEMS, INC","41 NORTH GATES AVE","LACKAWANNA","NY",42.82961,-78.84943,15.785,"No","No Violation",0,"NA",11,0,03/24/2005,0,"Y"
"NYD982743312","110000325648","SAFETY-KLEEN SYSTEMS, INC","6741 VIP PARKWAY","SYRACUSE","NY",43.099162,-76.114451,21.619,"No","No Violation",0,"NA",14,0,03/24/2005,0,"Y"
"NYD986872869","110019416540","SAFETY-KLEEN SYSTEMS, INC","17 GREEN MOUNTAIN DRIVE","COHOES","NY",42.801086,-73.728077,11.251,"Yes","Significant Violation",6,"262.C, 263.A, NA, PCR",11,4,03/10/2016,0,"Y"
"NYD986905545","110001146723","WESTERN NY NUCLEAR SERVICE CENTER","10282 ROCK SPRINGS ROAD","ASHFORD","NY",42.452535,-78.659863,1.693,"No","No Violation",0,"NA",2,0,,0,"Y"
"NYD991290529","110001651631","VAN DE MARK CHEM CO INC IND LANDFILL","MILL ST","LOCKPORT","NY",43.168817,-78.696854,13.872,"No","No Violation",0,"NA",2,0,08/08/2003,0,"Y"
"OH0000060228","110004571179","COMMERCIAL INDUCTION","11116 AVON AVE","CLEVELAND","OH",41.45054,-81.60669,76.953,"No","Noncompliance",12,"264.G, 264.H, FEA, NA",0,2,09/30/2015,0,"Y"
"OH0000188409","110002454610","ALCOA BUILDING PRODUCTS","750 NORCOLD DR","SIDNEY","OH",40.278333,-84.200557,10.373,"No","Noncompliance",6,"265.G, NA",1,1,04/30/2015,0,"Y"
"OH3570024650","110000701731","FORMER NEWARK AIR FORCE BASE FACILITY 87 FF-87 IRP ST011","813 IRVING WICK DRIVE WEST","NEWARK","OH",40.024505,-82.47264,6.491,"No","No Violation",0,"NA",1,0,12/07/2006,0,"Y"
"OH3571924544","110042089815","RICKENBACKER ANGB BUILDING 560","7161 2ND ST","COLUMBUS","OH",39.82361,-82.93805,15.488,"No","No Violation",0,"NA",2,0,05/17/2011,0,"Y"
"OH3800015379","110000539711","NASA PLUM BROOK STATION","6100 COLUMBUS AVE","SANDUSKY","OH",41.38458,-82.66691,9.063,"No","No Violation",0,"NA",1,1,06/15/2012,0,"Y"
"OH5210020736","110013794126","RAVENNA ARMY AMMUNITION PLANT","8451 ST RTE 5","RAVENNA","OH",41.166162,-81.087405,2.029,"No","No Violation",0,"NA",0,0,11/16/2001,0,"Y"
"OH6890008976","110000617850","FERNALD PRESERVE","7400 WILLEY RD","FERNALD","OH",39.29945,-84.68833,2.349,"No","No Violation",0,"NA",0,0,02/15/2006,0,"Y"
"OH6890008984","110000850632","US DOE MOUND SITE","955 MOUND RD","MIAMISBURG","OH",39.6264,-84.2862,9.485,"No","No Violation",0,"NA",0,0,11/26/2007,0,"Y"
"OH7571724312","110001987958","DEPARTMENT OF THE AIR FORCE BASE AREA B","13TH ST","WRIGHT-PATTERSON AFB","OH",39.8071,-84.0697,22.646,"No","No Violation",7,"262.C, 265.D, 268.A, 273.C, NA, PCR",11,2,11/13/2015,0,"Y"
"OH7890008983","110000395260","US DOE PORTSMOUTH GASEOUS DIFFUSION PLANT","3930 US ROUTE 23 SOUTH","PIKETON","OH",39.01333,-82.99805,4.795,"No","Noncompliance",6,"262.B, 262.C, 262.D, 264.E, 273.C, 279.C, NA, PCR, XXS",20,10,08/09/2016,2,"Y"
"OHD000384248","110006216451","RICHLAND COUNTY LANDFILL","536 CAIRNS RD","MANSFIELD","OH",40.805953,-82.535134,36.994,"No","Noncompliance",12,"264.A, 265.F, NA",0,0,10/19/2006,0,"Y"
"OHD000608588","110000616735","ENVIRONMENTAL PROCESSING SERVICES","416 LEO ST","DAYTON","OH",39.78277,-84.19059,52.074,"No","No Violation",4,"264.H, NA",0,1,09/16/2013,0,"Y"
"OHD000721514","110000701456","GOODYEAR TIRE AND RUBBER CO","888 WINGFOOT LAKE RD","MOGADORE","OH",41.005657,-81.36398,2.643,"No","No Violation",0,"NA",0,0,01/13/1994,0,"Y"
"OHD000723973","110000389302","ASHLAND DISTRIBUTION CO","200 DARROW RD","AKRON","OH",41.069072,-81.44218,21.155,"No","No Violation",0,"NA",0,0,06/11/1992,0,"Y"
"OHD000724138","110035829547","PMC ORGANOMETALLIX INC","2000 WEST ST","CINCINNATI","OH",39.234722,-84.437778,30.67,"No","No Violation",0,"NA",1,0,11/03/2000,0,"Y"
"OHD000724278","110001618651","DELTA FUELS INC","1820 FRONT ST","TOLEDO","OH",41.65679,-83.50411,46.662,"Yes","Significant Violation",12,"262.A, 264.H, 265.G, FEA, NA, XXS",1,5,05/20/2016,2,"Y"
"OHD000772921","110001620657","PARKER HANNIFIN CORP","2974 MARION-GREENCAMP RD","MARION","OH",40.53859,-83.20553,2.767,"No","No Violation",0,"NA",0,0,12/13/2005,0,"Y"
"OHD000816629","110000544206","SPRING GROVE RESOURCE RECOVERY INC","4879 SPRING GROVE AVE","CINCINNATI","OH",39.1701,-84.50919,57.516,"No","No Violation",6,"262.D, 264.B, 264.E, 268.A, NA, PCR, XXS",11,5,04/08/2015,2,"Y"
"OHD000816728","110000616806","ASHLAND CHEMICAL CO","1953 LOSANTIVILLE RD","CINCINNATI","OH",39.191526,-84.454443,42.083,"No","No Violation",0,"NA",0,0,03/31/1999,0,"Y"
"OHD000816736","110000382719","NEXEO SOLUTIONS LLC - COLUMBUS","3849 FISHER RD","COLUMBUS","OH",39.96731,-83.10147,30.532,"No","No Violation",2,"264.F, NA",3,1,04/15/2014,0,"Y"
"OHD000817205","110035805493","POLYMER ADDITIVES INC","7500 E PLEASANT VALLEY RD","INDEPENDENCE","OH",41.36157,-81.62954,6.129,"No","No Violation",0,"NA",0,0,,0,"Y"
"OHD000817312","110000393191","GE AIRCRAFT ENGINES","1 NEUMANN WAY","CINCINNATI","OH",39.246459,-84.445498,33.086,"No","No Violation",0,"NA",1,0,04/21/2005,0,"Y"
"OHD000817346","110000605444","IRG WARREN I LLC & IRG WARREN BUILDING LLC","3566 LARCHMONT AVE","WARREN","OH",41.26552,-80.80157,19.505,"No","No Violation",1,"264.B, 264.G, 273.B, 279.C, NA, PCR",4,3,11/19/2013,0,"Y"
"OHD000817577","110000394895","DELPHI HARRISON THERMAL SYSTEMS","3600 DRYDEN RD","MORAINE","OH",39.688437,-84.226002,14.211,"No","No Violation",0,"NA",0,0,08/12/2005,0,"Y"
"OHD000821454","110000385039","MIDDLE ROAD PROPERTIES LLC","3325 MIDDLE RD","ASHTABULA","OH",41.8946,-80.75222,16.757,"No","No Violation",0,"NA",2,0,02/27/2008,0,"Y"
"OHD000821470","110000907911","GETTERS CORP OF AMERICA","11901 MADISON AVE","LAKEWOOD","OH",41.47676,-81.77204,33.994,"No","No Violation",0,"NA",0,0,,0,"Y"
