county,fips,cand,st,pct_report,votes,total_votes,pct,lead
Henry County,18065,Donald Trump,IN,1,13895,20075,0.692154421,Donald Trump
Marinette County,55075,Donald Trump,WI,1,12995,19979,0.650432955,Donald Trump
Kendall County,48259,Donald Trump,TX,1,15663,19936,0.785664125,Donald Trump
Oconto County,55083,Donald Trump,WI,1,13255,19924,0.665278057,Donald Trump
Dubois County,18037,Donald Trump,IN,1,13365,19917,0.671034794,Donald Trump
Benton County,27009,Donald Trump,MN,1,12872,19911,0.646476822,Donald Trump
Coffee County,47031,Donald Trump,TN,1,14409,19895,0.724252325,Donald Trump
Hillsdale County,26059,Donald Trump,MI,1,14094,19880,0.708953722,Donald Trump
Otero County,35035,Donald Trump,NM,1,11756,19791,0.594007377,Donald Trump
Vance County,37181,Donald Trump,NC,1,7304,19762,0.369598219,Hillary Clinton
Baxter County,5005,Donald Trump,AR,1,14655,19730,0.742777496,Donald Trump
Henderson County,21101,Donald Trump,KY,1,12159,19705,0.61705151,Donald Trump
Shawano County,55115,Donald Trump,WI,1,12742,19697,0.646900543,Donald Trump
Walker County,48471,Donald Trump,TX,1,12878,19683,0.654270182,Donald Trump
Lafayette County,28071,Donald Trump,MS,1,10872,19642,0.553507789,Donald Trump
Sutter County,6101,Donald Trump,CA,1,10947,19617,0.558036397,Donald Trump
Eddy County,35015,Donald Trump,NM,1,13124,19602,0.669523518,Donald Trump
Nye County,32023,Donald Trump,NV,1,13320,19592,0.679869334,Donald Trump
Fulton County,36035,Donald Trump,NY,1,12759,19563,0.652200583,Donald Trump
McDowell County,37111,Donald Trump,NC,1,14517,19557,0.742291763,Donald Trump
Monroe County,55081,Donald Trump,WI,1,11442,19554,0.585148819,Donald Trump
Stephenson County,17177,Donald Trump,IL,1,10845,19525,0.555441741,Donald Trump
Gloucester County,51073,Donald Trump,VA,1,13087,19524,0.670303217,Donald Trump
Huntingdon County,42061,Donald Trump,PA,1,14369,19496,0.737022979,Donald Trump
Gibson County,47053,Donald Trump,TN,1,13779,19484,0.707195648,Donald Trump
Laurens County,13175,Donald Trump,GA,1,12401,19448,0.637649116,Donald Trump
Woodford County,17203,Donald Trump,IL,1,13180,19389,0.679766878,Donald Trump
Franklin County,50011,Donald Trump,VT,1,8752,19373,0.451762763,Hillary Clinton
Levy County,12075,Donald Trump,FL,1,13758,19367,0.710383642,Donald Trump
Lewis County,53041,Donald Trump,WA,0.5217,12503,19321,0.647119714,Donald Trump
Fayette County,47047,Donald Trump,TN,1,13046,19306,0.675748472,Donald Trump
Person County,37145,Donald Trump,NC,1,11116,19303,0.575869036,Donald Trump
Wilson County,48493,Donald Trump,TX,1,13991,19255,0.726616463,Donald Trump
Sanilac County,26151,Donald Trump,MI,1,13446,19243,0.698747597,Donald Trump
Susquehanna County,42115,Donald Trump,PA,1,13295,19200,0.692447917,Donald Trump
Jefferson County,53031,Donald Trump,WA,0.8333,5716,19145,0.298563594,Hillary Clinton
Brown County,39015,Donald Trump,OH,1,14257,19139,0.744918752,Donald Trump
Russell County,1113,Donald Trump,AL,1,9210,19136,0.481291806,Hillary Clinton
Callaway County,29027,Donald Trump,MO,1,13052,19127,0.682386156,Donald Trump
Muscatine County,19139,Donald Trump,IA,1,9549,19086,0.500314367,Donald Trump
Lawrence County,18093,Donald Trump,IN,1,14034,19076,0.735688824,Donald Trump
Monroe County,17133,Donald Trump,IL,1,12614,19074,0.661319073,Donald Trump
Burnet County,48053,Donald Trump,TX,1,14595,19046,0.766302636,Donald Trump
Steele County,27147,Donald Trump,MN,1,11198,19040,0.588130252,Donald Trump
Oconee County,13219,Donald Trump,GA,1,12885,19030,0.677088807,Donald Trump
Calaveras County,6009,Donald Trump,CA,1,11064,19029,0.581428346,Donald Trump
Dare County,37055,Donald Trump,NC,1,11283,19009,0.593560945,Donald Trump
Jefferson County,47089,Donald Trump,TN,1,14760,18994,0.777087501,Donald Trump
Rusk County,48401,Donald Trump,TX,1,14675,18994,0.772612404,Donald Trump
Logan County,40083,Donald Trump,OK,1,13613,18948,0.718439941,Donald Trump
Osage County,40113,Donald Trump,OK,1,12559,18942,0.663023968,Donald Trump
Tooele County,49045,Donald Trump,UT,0.9388,9693,18905,0.512721502,Donald Trump
Pearl River County,28109,Donald Trump,MS,1,15530,18893,0.821997565,Donald Trump
Greene County,36039,Donald Trump,NY,1,11546,18869,0.611903122,Donald Trump
Danville city,51590,Donald Trump,VA,1,7306,18862,0.387339625,Hillary Clinton
Gordon County,13129,Donald Trump,GA,1,15171,18850,0.804827586,Donald Trump
Camden County,13039,Donald Trump,GA,1,12287,18825,0.652695883,Donald Trump
Richmond County,37153,Donald Trump,NC,1,10199,18813,0.542125126,Donald Trump
Green County,55045,Donald Trump,WI,1,8693,18791,0.462615082,Hillary Clinton
Jasper County,19099,Donald Trump,IA,1,10556,18776,0.562207073,Donald Trump
Emmet County,26047,Donald Trump,MI,1,10616,18774,0.565462874,Donald Trump
Talbot County,24041,Donald Trump,MD,1,10098,18731,0.539106294,Donald Trump
Dallas County,1047,Donald Trump,AL,1,5784,18730,0.308809397,Hillary Clinton
Thomas County,13275,Donald Trump,GA,1,11225,18730,0.599305926,Donald Trump
Des Moines County,19057,Donald Trump,IA,1,9479,18713,0.506546251,Donald Trump
Crawford County,39033,Donald Trump,OH,1,13265,18702,0.70928243,Donald Trump
McMinn County,47107,Donald Trump,TN,1,14673,18694,0.784904247,Donald Trump
Tuolumne County,6109,Donald Trump,CA,1,10614,18693,0.567806131,Donald Trump
McLeod County,27085,Donald Trump,MN,1,12155,18684,0.650556626,Donald Trump
Suwannee County,12121,Donald Trump,FL,1,14281,18675,0.764712182,Donald Trump
Lincoln Parish,22061,Donald Trump,LA,1,10761,18664,0.576564509,Donald Trump
Apache County,4001,Donald Trump,AZ,1,5315,18659,0.284849134,Hillary Clinton
Wood County,48499,Donald Trump,TX,1,15681,18646,0.840984662,Donald Trump
Botetourt County,51023,Donald Trump,VA,1,13369,18641,0.717182555,Donald Trump
Washington Parish,22117,Donald Trump,LA,1,12552,18622,0.674041456,Donald Trump
Dickson County,47043,Donald Trump,TN,1,13213,18619,0.709651431,Donald Trump
Dale County,1045,Donald Trump,AL,1,13798,18617,0.741150561,Donald Trump
Jefferson County,42065,Donald Trump,PA,1,14533,18551,0.783407903,Donald Trump
Elko County,32007,Donald Trump,NV,1,13542,18545,0.73022378,Donald Trump
Lamar County,48277,Donald Trump,TX,1,14546,18537,0.784700869,Donald Trump
Franklin County,17055,Donald Trump,IL,1,13101,18533,0.706901203,Donald Trump
Carter County,40019,Donald Trump,OK,1,13751,18533,0.741973777,Donald Trump
Harrison County,18061,Donald Trump,IN,1,12993,18528,0.701262953,Donald Trump
Tallapoosa County,1123,Donald Trump,AL,1,12967,18504,0.700767402,Donald Trump
Phelps County,29161,Donald Trump,MO,1,12699,18499,0.686469539,Donald Trump
Tazewell County,51185,Donald Trump,VA,1,15160,18495,0.819680995,Donald Trump
Barren County,21009,Donald Trump,KY,1,13483,18483,0.729481145,Donald Trump
Delta County,26041,Donald Trump,MI,1,11112,18467,0.601721991,Donald Trump
Cortland County,36023,Donald Trump,NY,1,9207,18424,0.499728615,Donald Trump
Putnam County,39137,Donald Trump,OH,1,14704,18387,0.799695437,Donald Trump
Warren County,28149,Donald Trump,MS,1,9420,18287,0.515120031,Donald Trump
Chilton County,1021,Donald Trump,AL,1,15068,18255,0.825417694,Donald Trump
Mifflin County,42087,Donald Trump,PA,1,14050,18239,0.770327321,Donald Trump
Clatsop County,41007,Donald Trump,OR,1,7794,18158,0.429232294,Hillary Clinton
Latah County,16057,Donald Trump,ID,1,7255,18146,0.399812631,Hillary Clinton
Webster Parish,22119,Donald Trump,LA,1,11538,18140,0.636052922,Donald Trump
Coryell County,48099,Donald Trump,TX,1,12212,18127,0.673691179,Donald Trump
Chenango County,36017,Donald Trump,NY,1,11024,18113,0.60862364,Donald Trump
Clinton County,39027,Donald Trump,OH,1,13466,18100,0.743977901,Donald Trump
Carlton County,27017,Donald Trump,MN,1,8160,18059,0.451852262,Hillary Clinton
Pettis County,29159,Donald Trump,MO,1,12792,18045,0.708894431,Donald Trump
Alexander County,37003,Donald Trump,NC,1,13826,18011,0.767641997,Donald Trump
Marshall County,18099,Donald Trump,IN,1,12286,18008,0.682252332,Donald Trump
Jackson County,37099,Donald Trump,NC,1,9706,18004,0.539102422,Donald Trump
Sioux County,19167,Donald Trump,IA,1,14761,17989,0.820557007,Donald Trump
Shelby County,18145,Donald Trump,IN,1,12718,17935,0.709116253,Donald Trump
Campbell County,56005,Donald Trump,WY,1,15778,17935,0.879732367,Donald Trump
Nicollet County,27103,Donald Trump,MN,1,8436,17914,0.470916602,Donald Trump
Stephens County,40137,Donald Trump,OK,1,14166,17886,0.792016102,Donald Trump
Hoke County,37093,Donald Trump,NC,1,7676,17847,0.430100297,Hillary Clinton
Ohio County,54069,Donald Trump,WV,1,11077,17819,0.621639823,Donald Trump
Defiance County,39039,Donald Trump,OH,1,11478,17795,0.645012644,Donald Trump
Warren County,51187,Donald Trump,VA,1,11762,17791,0.661120791,Donald Trump
Delaware County,36025,Donald Trump,NY,1,11012,17778,0.619417257,Donald Trump
Marshall County,19127,Donald Trump,IA,1,9125,17700,0.515536723,Donald Trump
Harrisonburg city,51660,Donald Trump,VA,1,6232,17693,0.352229695,Hillary Clinton
Warren County,42123,Donald Trump,PA,1,12032,17624,0.682705402,Donald Trump
Champaign County,39021,Donald Trump,OH,1,12314,17597,0.699778371,Donald Trump
Addison County,50001,Donald Trump,VT,1,5297,17592,0.301102774,Hillary Clinton
Mower County,27099,Donald Trump,MN,1,8826,17587,0.501847956,Donald Trump
Marion County,19125,Donald Trump,IA,1,10940,17554,0.623219779,Donald Trump
Morrison County,27097,Donald Trump,MN,1,12925,17534,0.737139272,Donald Trump
Jackson County,18071,Donald Trump,IN,1,12857,17532,0.733344741,Donald Trump
Hancock County,28045,Donald Trump,MS,1,13720,17517,0.783239139,Donald Trump
Louisa County,51109,Donald Trump,VA,1,10507,17507,0.600159936,Donald Trump
Clarion County,42031,Donald Trump,PA,1,12545,17481,0.717636291,Donald Trump
Tehama County,6103,Donald Trump,CA,1,11429,17477,0.653945185,Donald Trump
Lea County,35025,Donald Trump,NM,1,12306,17449,0.705255315,Donald Trump
Transylvania County,37175,Donald Trump,NC,1,10441,17440,0.598681193,Donald Trump
Montgomery County,36057,Donald Trump,NY,1,10579,17438,0.606663608,Donald Trump
Effingham County,17049,Donald Trump,IL,1,13613,17428,0.78109938,Donald Trump
Howell County,29091,Donald Trump,MO,1,13888,17415,0.797473442,Donald Trump
Union County,42119,Donald Trump,PA,1,10605,17400,0.609482759,Donald Trump
Door County,55029,Donald Trump,WI,1,8584,17398,0.493390045,Donald Trump
Yadkin County,37197,Donald Trump,NC,1,13815,17350,0.796253602,Donald Trump
Macon County,37113,Donald Trump,NC,1,12035,17336,0.69422012,Donald Trump
Tioga County,42117,Donald Trump,PA,1,12928,17334,0.745817469,Donald Trump
Clinton County,17027,Donald Trump,IL,1,12394,17268,0.717743804,Donald Trump
Pittsburg County,40121,Donald Trump,OK,1,12740,17250,0.738550725,Donald Trump
Scott County,29201,Donald Trump,MO,1,13168,17244,0.763627929,Donald Trump
Webster County,19187,Donald Trump,IA,1,10049,17239,0.582922443,Donald Trump
Butler County,29023,Donald Trump,MO,1,13647,17232,0.791956825,Donald Trump
Colleton County,45029,Donald Trump,SC,1,9083,17231,0.527131333,Donald Trump
Le Flore County,40079,Donald Trump,OK,1,13346,17199,0.775975347,Donald Trump
Nez Perce County,16069,Donald Trump,ID,1,10699,17195,0.62221576,Donald Trump
Medina County,48325,Donald Trump,TX,1,12054,17187,0.701344039,Donald Trump
Orange County,51137,Donald Trump,VA,1,10511,17157,0.612636242,Donald Trump
Mecosta County,26107,Donald Trump,MI,1,10305,17149,0.600909674,Donald Trump
Chesterfield County,45025,Donald Trump,SC,1,9576,17128,0.55908454,Donald Trump
Allegany County,36003,Donald Trump,NY,1,11712,17111,0.684471977,Donald Trump
Becker County,27005,Donald Trump,MN,1,10880,17090,0.636629608,Donald Trump
Monroe County,47123,Donald Trump,TN,1,13361,17050,0.783636364,Donald Trump
Highland County,39071,Donald Trump,OH,1,13005,17048,0.762846082,Donald Trump
Pasquotank County,37139,Donald Trump,NC,1,8082,16964,0.476420656,Hillary Clinton
Halifax County,51083,Donald Trump,VA,1,9698,16946,0.572288446,Donald Trump
Williams County,39171,Donald Trump,OH,1,11706,16938,0.69110875,Donald Trump
Noble County,18113,Donald Trump,IN,1,12198,16890,0.722202487,Donald Trump
Anderson County,48001,Donald Trump,TX,1,13165,16887,0.77959377,Donald Trump
McClain County,40087,Donald Trump,OK,1,13151,16839,0.780984619,Donald Trump
Jefferson County,17081,Donald Trump,IL,1,11681,16818,0.694553455,Donald Trump
DeKalb County,18033,Donald Trump,IN,1,12054,16816,0.716817317,Donald Trump
Bonner County,16017,Donald Trump,ID,1,10220,16815,0.607790663,Donald Trump
Kay County,40071,Donald Trump,OK,1,12168,16795,0.72450134,Donald Trump
Newberry County,45071,Donald Trump,SC,1,10011,16795,0.596070259,Donald Trump
Powhatan County,51145,Donald Trump,VA,1,11875,16794,0.707097773,Donald Trump
Madison County,39097,Donald Trump,OH,1,11319,16754,0.675599857,Donald Trump
Orleans County,36073,Donald Trump,NY,1,11582,16722,0.6926205,Donald Trump
Waller County,48473,Donald Trump,TX,1,10525,16715,0.629673946,Donald Trump
Cherokee County,48073,Donald Trump,TX,1,12896,16701,0.772169331,Donald Trump
Webster County,29225,Donald Trump,MO,1,12829,16690,0.768663871,Donald Trump
Marshall County,21157,Donald Trump,KY,1,12322,16688,0.73837488,Donald Trump
Lawrence County,29109,Donald Trump,MO,1,13084,16674,0.784694734,Donald Trump
Delta County,8029,Donald Trump,CO,1,11584,16661,0.695276394,Donald Trump
Chambers County,48071,Donald Trump,TX,1,13278,16661,0.796950963,Donald Trump
Sweetwater County,56037,Donald Trump,WY,1,12153,16661,0.729428006,Donald Trump
Vernon Parish,22115,Donald Trump,LA,1,13471,16633,0.80989599,Donald Trump
Bingham County,16011,Donald Trump,ID,1,10907,16625,0.65606015,Donald Trump
Natchitoches Parish,22069,Donald Trump,LA,1,8965,16617,0.539507733,Donald Trump
Marion County,17121,Donald Trump,IL,1,11677,16600,0.703433735,Donald Trump
Graves County,21083,Donald Trump,KY,1,12671,16592,0.763681292,Donald Trump
Avoyelles Parish,22009,Donald Trump,LA,1,11163,16581,0.673240456,Donald Trump
Washington County,23029,Donald Trump,ME,1,9037,16559,0.545745516,Donald Trump
Box Elder County,49003,Donald Trump,UT,0.8113,10324,16548,0.62388204,Donald Trump
Fremont County,56013,Donald Trump,WY,1,11167,16543,0.675028713,Donald Trump
Floyd County,21071,Donald Trump,KY,1,11993,16540,0.725090689,Donald Trump
Stone County,29209,Donald Trump,MO,1,13149,16538,0.795078002,Donald Trump
Branch County,26023,Donald Trump,MI,1,11025,16490,0.668587022,Donald Trump
Cherokee County,40021,Donald Trump,OK,1,9992,16487,0.606053254,Donald Trump
Gratiot County,26057,Donald Trump,MI,1,9878,16442,0.600778494,Donald Trump
Union County,5139,Donald Trump,AR,1,10201,16433,0.620763099,Donald Trump
Albany County,56001,Donald Trump,WY,1,7601,16420,0.462911084,Donald Trump
Harris County,13145,Donald Trump,GA,1,11931,16392,0.727855051,Donald Trump
Franklin County,23007,Donald Trump,ME,1,7900,16382,0.482236601,Donald Trump
Navarro County,48349,Donald Trump,TX,1,11984,16382,0.731534611,Donald Trump
Franklin County,47051,Donald Trump,TN,1,11526,16363,0.70439406,Donald Trump
Bennington County,50003,Donald Trump,VT,1,5925,16345,0.362496176,Hillary Clinton
Snyder County,42109,Donald Trump,PA,1,11710,16333,0.716953407,Donald Trump
Bureau County,17011,Donald Trump,IL,1,9264,16303,0.568238974,Donald Trump
Wyoming County,36121,Donald Trump,NY,1,11884,16280,0.72997543,Donald Trump
Greenup County,21089,Donald Trump,KY,1,11546,16273,0.709518835,Donald Trump
Silver Bow County,30093,Donald Trump,MT,1,6252,16214,0.385592698,Hillary Clinton
Clark County,21049,Donald Trump,KY,1,10710,16202,0.661029503,Donald Trump
Morrow County,39117,Donald Trump,OH,1,11722,16186,0.724206104,Donald Trump
Guernsey County,39059,Donald Trump,OH,1,11164,16156,0.691012627,Donald Trump
Oktibbeha County,28105,Donald Trump,MS,1,7671,16151,0.474955111,Hillary Clinton
Prince George County,51149,Donald Trump,VA,1,9157,16140,0.567348203,Donald Trump
Habersham County,13137,Donald Trump,GA,1,13184,16128,0.817460317,Donald Trump
Walla Walla County,53071,Donald Trump,WA,0.625,8869,16127,0.549947293,Donald Trump
Brown County,46013,Donald Trump,SD,1,9613,16113,0.596599019,Donald Trump
Boone County,5009,Donald Trump,AR,1,12225,16098,0.759411107,Donald Trump
Miller County,5091,Donald Trump,AR,1,11293,16090,0.701864512,Donald Trump
Liberty County,13179,Donald Trump,GA,1,6125,16082,0.380860589,Hillary Clinton
Baldwin County,13009,Donald Trump,GA,1,7691,16075,0.47844479,Hillary Clinton
Summit County,8117,Donald Trump,CO,1,5064,16061,0.315297927,Hillary Clinton
Calloway County,21035,Donald Trump,KY,1,10367,16045,0.646120287,Donald Trump
Iberville Parish,22047,Donald Trump,LA,1,7320,16043,0.456273764,Hillary Clinton
Huntington County,18069,Donald Trump,IN,1,11649,15974,0.729247527,Donald Trump
Laclede County,29105,Donald Trump,MO,1,12834,15959,0.804185726,Donald Trump
Freeborn County,27047,Donald Trump,MN,1,8808,15929,0.552953732,Donald Trump
Upshur County,48459,Donald Trump,TX,1,13198,15918,0.829124262,Donald Trump
Crittenden County,5035,Donald Trump,AR,1,6953,15894,0.437460677,Hillary Clinton
Cooke County,48097,Donald Trump,TX,1,13174,15894,0.828866239,Donald Trump
Lee County,19111,Donald Trump,IA,1,8762,15893,0.551311898,Donald Trump
Cass County,27021,Donald Trump,MN,1,9982,15885,0.628391564,Donald Trump
Huron County,26063,Donald Trump,MI,1,10629,15848,0.670683998,Donald Trump
Cheatham County,47021,Donald Trump,TN,1,11295,15823,0.713834292,Donald Trump
Covington County,1039,Donald Trump,AL,1,13222,15818,0.835883171,Donald Trump
Lafayette County,29107,Donald Trump,MO,1,10977,15815,0.694087891,Donald Trump
St. Bernard Parish,22087,Donald Trump,LA,1,10232,15807,0.647308155,Donald Trump
Monroe County,28095,Donald Trump,MS,1,10107,15781,0.64045371,Donald Trump
Warren County,29219,Donald Trump,MO,1,11109,15766,0.704617531,Donald Trump
Accomack County,51001,Donald Trump,VA,1,8582,15755,0.544715963,Donald Trump
Bladen County,37017,Donald Trump,NC,1,8511,15743,0.540621228,Donald Trump
Mayes County,40097,Donald Trump,OK,1,11550,15712,0.735106925,Donald Trump
Elbert County,8039,Donald Trump,CO,1,11536,15689,0.735292243,Donald Trump
Madison County,16065,Donald Trump,ID,1,8941,15687,0.569962389,Donald Trump
Delaware County,40041,Donald Trump,OK,1,11796,15680,0.752295918,Donald Trump
Lincoln County,31111,Donald Trump,NE,1,11992,15674,0.765088682,Donald Trump
Lawrence County,47099,Donald Trump,TN,1,12419,15658,0.793140886,Donald Trump
